"BuildingAge","BuildingHeight","Insulation","AverageTemperature","SunlightExposure","WindSpeed","OccupancyRate","HeatingLoad"
11.4,8.96,0,19.12,199.97,2.52,0.32,201.88
29.37,13.13,0,20.02,124.89,4.46,0.42,240.11
52.82,16.45,1,27.44,241.74,4.52,0.54,259.98
21.37,7.39,1,19.36,143.4,7.44,0.56,215.89
10.82,14.82,0,21.78,84.81,2.47,0.25,215.12
15.16,9.02,1,18.24,175.28,3.92,0.26,205.72
24.19,16.86,1,19.38,247.45,2.01,0.05,231.16
17.17,9,1,20.15,291.07,3.19,0.11,204.26
13.72,10.62,1,15.37,63.17,6.94,0.34,221.57
8.78,11.63,1,18.25,99.45,2.78,0.82,206.27
44.03,7.99,0,20.38,285.83,2.12,0.77,234.87
22.95,16.66,0,21.85,303.79,3.12,0.51,231.23
73.49,22.57,0,15.56,226.66,3.81,0.29,323.66
17.84,5.07,1,21.03,345.74,2.08,0.45,190.13
18.46,13.1,0,19.52,113.57,5.42,0.23,227.74
35.38,30.98,0,18.22,117.34,3.35,0.64,305.62
5.28,17.74,0,16.94,138.59,1.25,0.6,218.19
21.76,63.69,1,20.12,922.07,4.48,0.6,427.42
13.83,12.03,1,18.76,36.4,1.55,0.63,209.56
12.47,15.15,1,15.48,45.71,2.53,0.42,223.83
15.21,39.36,1,25.28,542.43,1.86,0.24,281.44
14.65,9.24,0,16.13,138.14,2.08,0.49,211.85
26.49,9.63,0,22.01,108.58,4.43,0.74,224.67
21,15.51,0,15.07,41.51,4.25,0.2,243.79
26.08,66.11,0,11.19,405.19,1.51,0.32,482.32
23.94,26.09,0,25.24,421.95,2.19,0.44,247.82
17.16,15.14,0,24.78,133.09,0.3,0.66,207.93
10.97,27.3,1,16.76,678.36,5.14,0.31,247.35
11.94,7.04,1,8.4,161.85,0.62,0.73,210.96
29.43,48.25,1,25.95,372.61,8.17,0.17,362.94
15.76,25.09,1,17.48,74.43,7.7,0.26,261.74
30.1,16.82,0,17.29,425.38,1.57,0.62,239.82
16.69,27.27,1,16.11,507.83,7.02,0.33,260.13
29.7,21.71,1,17.22,494.53,11.13,0.57,260.66
11.91,15.84,1,22.57,24.26,2.53,0.08,213.58
54.55,13.99,1,16.44,48.23,1.42,0.58,266.3
33.76,37.92,0,27.12,604.89,0.51,0.43,298.32
20.49,23.69,0,13.98,381.76,2.86,0.64,261.9
18.9,13.53,0,26.08,83.81,2.21,0.6,211.41
12.56,14.08,0,19.58,53.59,5.42,0.47,227.59
27.17,29.29,1,18.81,154.4,3.13,0.71,283.33
12.03,8.21,0,21.74,140.66,1.5,0.88,198.81
32.88,4.81,0,23.41,263.03,6.03,0.38,218.58
16.09,38.79,0,21.09,611.49,4.31,0.17,295.25
29.53,13.22,1,14.66,48.09,8.36,0.47,248.17
15.82,13.22,1,22.27,205.03,2.48,0.55,210.03
18.69,14.59,0,20.14,123.85,5.78,0.52,233.25
15.36,8,1,23.34,94.53,3.89,0.51,199.56
33.71,41.89,0,16.89,450.48,2.47,0.89,342.33
20.41,13.98,1,24.14,84.1,8.82,0.47,223.59
34.13,34.72,1,21.2,22.21,8.18,0.52,322.87
33.71,10.55,0,19.74,71.33,3.32,0.73,234.25
38.94,5.93,1,13.75,84.97,1.54,0.56,237.07
13.31,14.77,0,16.83,223.23,4.52,0.15,225.39
68.02,17.59,1,17.55,74.4,4.81,0.64,304.42
16.82,37.17,1,22.08,465.33,1.96,0.58,284.49
19.16,43.31,0,11.82,243.66,1.56,0.17,340.74
33.97,15.49,1,17.42,582.29,5.42,0.41,237.75
14.72,7.41,0,15.93,138.9,8.94,0.68,222.08
16.8,69.59,0,23.6,947.66,5.12,0.15,456.72
15.37,10.2,1,12.66,31.47,0.79,0.73,218.05
27.52,27.25,1,12.63,831.23,2.94,0.73,264.71
23.26,13.86,1,15.82,587.66,6,0.44,225.52
22.7,5.5,1,16.96,304.38,4.49,0.27,211.41
30.63,38.65,1,13.85,152.98,10.81,0.51,344.87
15.71,8.5,1,20.46,47.63,3.24,0.76,208.23
30.05,14.08,1,11.28,104.7,5.07,0.25,253.01
14.83,51.99,1,15.65,561.89,4.03,0.33,365.13
86.62,20.07,1,18.42,339.05,0.62,0.84,320.79
17.58,9.86,0,13.2,199.29,4.61,0.79,226.75
16.6,5.93,1,20.3,129.32,2.12,0.5,196.39
43.75,24.16,1,30.75,57.26,2.21,0.38,267.36
22.11,14.79,0,20.53,45.18,2.51,0.71,231.2
27.3,12.02,1,14.59,70.73,6.57,0.37,240.09
14.52,23.79,0,18.06,167.3,7.63,0.42,259.31
17.97,5.39,1,19.25,227.21,3.23,0.26,198
26.45,12.52,1,19.52,136.43,10.63,0.06,239.07
18.87,8.15,1,12.84,139.2,0.56,0.9,217.11
6.37,19.71,1,14.2,99.03,6.98,0.32,238.29
17.19,26.93,1,13.38,136.47,8.14,0.25,279.43
17.4,17.24,1,17.8,249.4,6.32,0.78,233.55
18.94,5.51,1,20.68,149.34,1.59,0.67,198.02
11.95,9.74,1,13.45,113.09,0.91,0.54,208.3
13.94,7.83,1,16.26,60.11,2.54,0.79,206.85
49.71,21.15,0,15.2,344.17,5.41,0.41,292.99
34.12,22.56,1,23.57,51.67,7.97,0.87,271.2
13.02,41.43,1,13.16,680.64,3.01,0.26,308.84
16.74,14.8,1,16.18,99.59,6.38,0.48,231.43
13.41,25.6,0,17.94,728.07,5.74,0.87,247.49
44.63,4.31,1,15.24,88.55,6.7,0.39,247.1
10.17,21.61,0,17.19,390.66,6.31,0.61,242.23
8.77,12.31,0,18.15,56.73,3.02,0.52,209.62
39.68,14.47,0,21.04,286.56,1.91,0.59,244.38
8.56,7.68,1,22.25,305.4,3.4,0.67,187.29
41.56,42.67,1,22.26,602.68,3.22,0.5,337.65
25.65,9.88,1,17.93,259.27,2.79,0.24,216.13
14.65,33.84,1,12.95,336.07,1.58,0.53,287.93
10.77,6.35,0,19.52,24.47,0.38,0.34,193.13
24.21,10.56,0,19.14,128.18,3.94,0.43,226.55
12.95,28.25,1,20.08,621.39,1.2,0.62,243.09
50.97,74.94,1,17.29,540.6,3.88,0.53,564.1
20.64,6.64,1,20.87,103.19,3.78,0.66,208.88
27.01,5.15,0,16.62,126.1,2.57,0.86,221.04
20.68,36.8,0,19.61,483.87,6.69,0.53,303.32
9.23,16.32,0,22.28,338.02,4.19,0.58,210.73
23.62,12.54,1,19.01,564.19,5.33,0.27,217.94
16.41,48.76,1,16.96,895.53,6.89,0.27,342.85
11.67,51.88,0,17.9,634.4,3.7,0.63,359.53
16.79,10.76,0,18.63,132.33,7.97,0.79,226.46
13.7,20.49,0,12.19,58.49,2.05,0.82,249.96
17.9,20.12,0,17.42,190.43,5.56,0.65,251.56
16.66,13.01,0,24.66,28.88,2.37,0.66,217.06
13.48,76.46,0,14.11,618.58,4.85,0.64,536.15
11.09,7.87,0,19.58,254.47,9.09,0.74,209.8
14.12,66.46,0,27.51,710.57,4.62,0.92,439.92
30.18,9.71,1,23.66,71.67,2.36,0.75,217.58
29.87,6.73,0,14.97,248.83,5.96,0.56,231.7
15.22,17.51,0,23.5,184.22,2.46,0.22,222.74
24.59,15.85,1,18.25,16.25,3.08,0.23,236.65
22.92,7.05,0,21.84,239.14,7.63,0.67,216.26
40.82,12.18,1,12.4,26.19,3.25,0.73,260.09
17.99,13.96,0,20.89,303.33,1.39,0.9,216.15
31.61,8.93,1,15.48,155.97,4.1,0.74,234.89
23.63,7.78,1,19.69,190.33,3.54,0.05,212.64
31.2,33.91,1,19.47,775.38,4.26,0.26,288.62
23.03,31.14,1,9.01,655.59,5.8,0.72,288.1
22.32,14.41,1,11.34,187.01,0.97,0.2,237.38
30.57,60.57,0,23.25,579.07,3.49,0.99,428.97
16.5,5.52,1,19.77,106.97,2.53,0.21,199.67
11.11,15.02,0,15.22,116.48,4.06,0.66,229.38
10.76,14.29,1,19.74,307.73,3.94,0.83,207.03
15.5,3.46,0,18.25,272.53,6.59,0.58,206.43
19.85,12.8,0,10.58,188.75,4.46,0.55,240.64
34.54,14.15,0,14.26,87.17,7.06,0.65,261.06
53.26,12.8,1,25.51,214.66,3.63,0.75,252.31
40.72,19.71,1,20.32,547.24,9.33,0.4,261.71
25.28,25.99,0,14.78,315.33,2.37,0.32,272.66
20.64,9.11,1,13.89,142.13,6.58,0.27,223.58
57.11,18.9,1,19.27,110.27,4.17,0.77,286.55
15.3,26.16,0,19.99,219.03,5.7,0.67,261.32
19.76,49.81,1,16.28,307.67,5.57,0.25,367.37
23.59,53.32,1,17.06,550.07,4.11,0.6,384.99
19.38,18.05,1,24.7,132.9,5.92,0.7,230.67
23,63.19,0,21.57,781.06,2.13,0.37,426.3
11.21,12.14,0,18.48,185.25,0.82,0.6,208.19
18.88,11.98,1,16.54,54.09,1.89,0.66,221.97
4.91,12.96,1,19.89,304.22,0.91,0.44,190.94
19.65,8.83,1,10.9,79.41,1.67,0.54,222.99
16.12,34.97,1,16.47,735.05,1.86,0.56,276.94
7.2,10.18,1,13.62,106.77,2.85,0.66,207.02
9.13,11.4,1,17.55,120.92,2.14,0.34,204.25
22.26,10.12,1,17.98,49.81,4.43,0.16,226.35
26.25,9.64,1,15.95,178.92,4.8,0.41,226.77
16.65,11.41,0,15.36,336.53,3.13,0.28,215.95
9.72,22.34,0,14.48,104.56,2.9,0.43,244.88
30.07,6.01,0,15.99,93.58,4.38,0.87,230.86
22.92,5.17,1,18.14,184.94,8.9,0.72,218.27
47.38,5.05,1,22.78,276.17,1.43,0.55,229.7
37.48,27.43,1,17.38,140.99,2.39,0.51,288.29
23.71,7.52,1,22.09,69.3,4.37,0.65,216.86
16.4,24.56,0,10.24,44.26,10.94,0.9,287.1
25.32,65.01,0,18.35,492.59,2.46,0.17,461.12
18.86,12.61,1,28.26,124.39,2.19,0.59,201.92
38.98,17.8,0,20.47,92.81,3.62,0.41,263.55
22.77,13.35,1,16.14,46.27,2.84,0.95,234.53
5.09,3.84,1,18.5,222.7,1.41,0.76,182.6
42.39,7.54,1,23.2,126.87,5.1,0.96,234.31
20.46,19.96,0,20.03,243.83,1.51,0.77,240.18
21.21,6.4,1,21.53,269.72,4.55,0.38,204.06
58.66,7.98,0,21.95,178.28,6.58,0.75,265.37
13.79,9.71,0,20.72,49.17,2.16,0.81,205.01
28.69,23.21,0,18.68,121.79,8.58,0.35,280.01
10.46,17.08,0,10.59,440.6,6.6,0.79,234.07
16.55,6.33,0,21.01,82.66,3.45,0.44,205.17
17.86,30.1,0,17.53,575.03,7.89,0.36,273.52
30.7,15.47,0,18.08,317.39,7.58,0.26,249.95
33.14,44.9,1,16.05,585.07,3.42,0.93,349.42
30.22,9.29,0,27.14,91.41,6.2,0.49,222.61
13.35,7.11,1,13.34,155.26,7.15,0.4,214.16
14.51,3.74,1,19.57,170.86,9.32,0.91,202.12
17.05,65.64,0,17.16,747.59,11.42,0.4,461.06
29.71,47.8,0,18.76,333.94,7.51,0.22,376.23
26.13,25,1,16.37,490.05,2.35,0.67,256.7
27.18,16.16,0,16.59,129.14,4.95,0.74,249.84
42.46,8.04,0,15.97,111.93,7.28,0.76,252.12
64.38,17.9,1,17.83,339.32,2.23,0.91,290.45
35.59,7.24,0,14.71,179.88,1.74,0.58,238.16
26.49,27.03,0,11.96,508.21,6.03,0.06,282.6
7.13,5.63,0,28.83,112.01,5.41,0.1,179.69
14.83,24.69,0,27.22,352.94,3.33,0.87,239.7
37.45,9.49,1,20.94,72.4,2.38,0.75,232.64
18.11,13.58,1,21.46,199.22,5.81,0.37,220.38
20.89,9.71,0,17.84,181.5,2.51,0.82,219.17
7.87,19.4,0,18.72,75.95,2.63,0.35,229.99
10.64,17.98,0,14.15,101.89,4.76,0.69,237.59
35.7,24.35,1,17.9,431.58,3.77,0.08,272.61
18,30.08,1,21.92,571.99,3.49,0.53,258.24
13.87,14.9,1,11.51,130.96,5.32,0.17,232.8
16,54.26,0,19.15,725.63,4.61,0.28,372.61
14.73,11.63,1,17.78,86.63,1.86,0.24,215.25
34.42,36.46,1,15.77,1006.07,2.41,0.28,294.54
8.12,4.78,1,18.86,88.91,2.42,0.77,189.21
18.23,15.13,1,14.13,175.27,6.48,0.06,238.21
24.34,7.43,1,15.86,83.11,4.04,0.59,218.84
15.34,11.61,0,18.72,64.98,11.12,0.17,233.32
32.18,10.95,0,23.07,112.96,4.06,0.22,231.53
16.46,10.78,1,18.06,175.2,9.72,0.4,218.74
26.88,45.59,0,13.5,568.18,3.98,0.16,354.04
38.94,7.52,1,15.57,205.38,3.7,0.93,240.03
20.83,18.76,1,17.51,213.17,4.03,0.33,241.13
13.92,6.62,0,18.09,168.1,1.76,0.38,203.5
8.78,4.99,1,22.72,38.12,3.5,0.75,187.77
16.54,63.63,0,14.94,634.55,2.88,0.45,441.92
35.94,36.26,1,10.57,59.09,2.33,0.58,337.76
12.75,28.34,0,15.95,28.36,5.57,0.45,280.38
16.47,5,0,12.87,164.19,3.88,0.42,214.93
12.95,16.95,0,21.42,85.21,4.89,0.2,229.64
12.51,67.91,1,17.21,603.79,5.71,0.82,463.29
11.05,32,0,19.62,488.88,2.95,0.89,262.43
15.36,10.1,1,18.72,165.85,0.62,0.56,207.06
14.82,9.57,1,16.22,306.58,4.42,0.3,209.18
14.94,13.79,0,16.83,73.08,2.7,0.44,224.58
41.21,17.46,0,18.19,123.01,3.4,0.34,263.72
47.97,54.54,1,17.2,805.25,0.21,0.58,407.08
15.38,17.76,1,23.29,97.19,5.32,0.3,227.95
51.33,44.48,0,24.63,524.25,4.79,0.04,364.98
13.81,38.22,1,16.58,375.75,2.58,0.13,296.44
17,14.95,0,18.22,148.69,6.32,0.84,233.85
11.63,39.49,0,19.97,580.39,5.9,0.94,300.73
9.72,7.06,0,15.28,251.96,8.81,0.7,214.07
5.8,48.66,1,17.5,540.33,4.75,0.41,335.78
35.98,12.54,0,18.77,27.26,2.02,0.88,245.9
37.5,39.22,1,28.31,104.1,3.64,0.54,328.31
16.82,39.55,0,19.24,508.73,1.12,0.68,299.11
33.56,15.7,0,20.25,184.29,5.33,0.74,250.78
25.57,20.78,1,16.14,124.98,2.98,0.49,255.6
17.89,12.92,1,5.03,120.5,3.31,0.79,240.37
11.38,14.29,0,20.79,127.52,4.69,0.62,217.04
23.14,3.65,1,17.47,71.71,4.25,0.29,210.77
29.5,10.14,1,19.89,174.1,2.42,0.24,224.27
35.51,38.61,1,13.69,481.41,3.48,0.63,331.8
16.29,35.24,1,23.84,538.37,3.3,0.72,272.78
13.42,3.07,1,10.43,93.49,1.34,0.82,204.57
10.7,4.96,0,20.4,29.81,6.96,0.52,204.5
15.46,8.37,1,17.24,184.31,3.63,0.18,208.35
13.12,19.86,1,19.31,305.15,3.36,0.65,225.55
8.65,102.05,0,24.05,531.77,2.69,0.15,738.66
28.41,8.35,1,14.77,72.01,1.01,0.36,225.04
9.41,14.3,1,15.28,97.49,2.2,0.27,211.19
19.03,61.23,1,11.07,611.82,3.71,0.29,431.08
49.68,30.64,0,21.83,85.21,4.16,0.19,319.3
13.24,13.12,0,10.83,209.27,8.14,0.38,235.4
19.94,7.31,1,20.79,246.28,2.14,0.69,203.99
17.81,25.05,1,21.31,347.67,7.61,0.54,252.54
25.98,7.27,0,11.5,260.24,10.95,0.44,243.79
28.41,3.62,1,15.79,204.06,6.07,0.8,222.89
8.51,53.18,1,23.23,532.15,1.23,0.43,348.13
24.45,34.4,0,20.31,707.85,3.79,0.2,288.26
22.31,38.12,1,7.17,453.52,2.44,0.52,322.14
39.93,6.46,0,20.63,226.48,8.5,0.86,243.22
20.64,38.13,0,11.38,627.68,7.93,0.14,321.37
16.94,23.16,0,17.61,231.25,2.17,0.4,249.11
15.2,23.99,1,26.45,702.71,2.41,0.52,216.67
26.44,42.64,1,13.53,604.04,6.63,0.4,338.77
7.45,7.76,1,18.16,43.71,3.07,0.71,200.02
16.9,25.52,1,20.89,501.13,4.9,0.63,248.64
54.72,12.05,0,19.44,129.47,0.93,0.94,264.38
27.47,8.92,0,22.83,86.48,1.34,0.64,216.69
8.88,7.26,1,18.31,252.89,3.71,0.71,195.43
8.37,11.35,1,16.24,57.9,5.61,0.11,211.92
5.93,5.32,0,19.12,54.62,3.22,0.79,190.31
10.64,31.12,1,21.15,202.38,6.61,0.7,268.63
34.42,22.61,1,11.96,206.2,2.71,0.53,274.78
16.31,7.48,1,13.95,62.44,2.22,0.34,210.57
28.11,26.19,0,21.24,82.03,9.86,0.5,284.8
12.42,22.08,1,18.51,208.73,0.89,0.42,236.01
13.29,7.62,0,19.72,191.36,1.7,0.4,200.85
33.48,8.6,0,18.42,51.46,4.87,0.81,237.13
17.31,26.64,1,23.58,630.62,7.26,0.38,246.25
16.76,39.05,0,19.42,596.12,2.17,0.25,298.19
12.01,32.57,1,13.31,45.39,4.67,0.58,292.03
39.31,22.76,1,22.48,106.79,4.33,0.9,271.83
11.96,12.56,1,12.38,222.85,4.51,0.5,219.75
11.02,6.25,1,16.23,117.16,1.54,0.39,198.45
9.79,20.8,1,19.94,679.61,4.89,0.95,218.45
10.59,72.58,0,20.36,552.58,10.31,0.29,505.66
20.87,10.07,1,22.38,97.03,4.87,0.85,213.75
21.11,30.98,1,13.37,816.58,7.12,0.53,278.76
16.97,6.32,0,21.11,245.53,2.31,0.65,199.66
9.15,30.95,0,14.15,144.39,8.5,0.51,288.69
12.98,19.8,1,18.78,175.56,4.98,0.58,233.57
17,5.15,0,19.13,109.86,6.82,0.68,210.07
23.65,9.93,1,16.56,172.39,0.59,0.31,218.59
31.56,14.53,1,19.69,342.8,6.22,0.84,240.5
20.1,18.56,0,14.44,111.6,5.15,0.28,253.93
8.5,7.48,1,21.28,33.8,5.55,0.18,195.32
11.18,21.83,1,15,71.41,5.35,0.33,248.95
37.8,7.48,1,17.84,73.37,5.24,0.18,238.84
15.06,16.49,0,24.23,232.02,4.23,0.64,223.15
13.88,27.4,1,18.74,586.26,2.82,0.54,245.9
28.23,37.66,1,20.46,523.6,1.76,0.18,304.16
18.72,79.35,1,20.53,332.7,2.54,0.39,561.05
10.17,12.86,0,19.41,124.6,4.83,0.52,212.89
13.24,20.3,0,11.1,490.47,3.44,0.79,239.33
15.45,20.4,0,15.71,121.5,8.5,0.6,261.11
22.89,14.36,1,16.15,117.84,6.02,0.32,238.98
28.28,6.87,1,14.94,97.81,1.83,0.76,225.24
29.83,18.79,0,19.07,50.29,5.4,0.68,260.15
23.94,16.73,1,18.88,185.53,4.33,0.46,238.46
11.65,59.2,1,17.68,300.12,3.94,0.76,417.57
22.44,7.99,1,16.1,122.98,1.24,0.17,212.1
11.07,8.24,1,18.35,76.81,6.05,0.54,207.36
32.4,7.6,1,14.55,290.12,5.75,0.65,236.55
22.45,32.27,1,13.44,666.64,3.72,0.75,283.28
11.77,37.32,1,9.98,363.48,3.93,0.57,306.76
38.63,10.92,1,20.06,15.9,2.65,0.8,242.44
17.16,25.21,0,18.78,205.15,10.49,0.22,269.62
12.24,22.06,0,18.04,106.69,10.1,0.53,256.22
18.87,11.25,0,21.69,76.72,2.81,0.66,213.45
45.64,40.57,0,20.93,693.76,6.89,0.2,346.28
36.17,6.2,1,15.62,131.01,5.05,0.52,232.67
36.81,30.37,0,22.89,94.29,5.37,0.19,303.69
34.83,31.48,0,17.45,440.56,11.41,0.49,316.39
18.94,19.88,1,20.93,682.87,5.78,0.27,223.75
12.56,12.55,0,19.4,118.51,4.4,0.21,217.22
16.71,33.16,1,18.07,232.77,7.34,0.19,289
33.4,4.49,1,8.59,117.68,4.66,0.37,242.77
10.37,10.97,0,18.18,131.51,4.42,0.34,210.13
19.33,13.46,1,19.15,43.31,4.48,0.2,225.29
23.01,11.22,1,21.45,224.67,3.57,0.64,215.61
22.29,23.63,0,13.51,44.26,4.32,0.67,275.55
12.9,10.92,0,16.76,74.99,4.69,0.34,221.71
25.94,14.16,1,22.82,139.41,2.99,0.49,225.23
44.12,9.93,1,17.12,121.25,3.54,0.47,248.62
11.88,10.33,0,20.26,153.8,6,0.65,213.22
7.63,4.68,1,14.36,218.29,5.99,0.68,197.52
29.72,64.66,0,13.89,379.81,2.74,0.27,476.11
13.47,4.87,1,18.35,90.86,6.61,0.49,203.86
19.88,20.58,0,22.37,80.77,2.01,0.56,240.41
24.15,7.98,1,22.69,115.01,5.27,0.32,211.48
8.27,15.97,1,20.52,88.36,1.17,0.62,211.26
13.97,24.62,1,26.85,967.86,7.65,0.87,219.39
40.35,14.51,0,22.42,119.19,5.66,0.59,254.37
9.36,7.47,0,16.46,103.31,6.58,0.64,213.45
22.61,4.51,1,21.93,14.67,1.67,0.82,201.92
15.61,23.49,1,24.28,249.18,4.73,0.6,238.9
16.86,54.26,1,17.2,123.08,4.34,0.41,398.8
15.93,32.78,0,9.73,642.23,5.44,0.7,290.61
15.77,20.52,1,17.52,20.07,2.98,0.5,245.36
28.89,18.52,1,17.03,202.71,2.46,0.45,250.54
27.37,8.78,1,20.86,122.43,6.14,0.75,220.96
8.25,9.67,1,15.7,29.63,7.2,0.31,210.31
13.99,21.4,0,15.64,792.45,4.63,0.3,231.04
18.7,11.58,1,19.95,112.65,3.65,0.19,215.67
16.99,9.03,0,18.05,199.04,0.8,0.48,208.87
20.52,12.39,0,18.84,124.47,2.37,0.47,222.2
20.64,9.9,1,21.79,68.97,2.29,0.11,211.37
13.21,10.29,0,13.3,143.9,1.25,0.18,213.27
9.84,20.46,1,20.79,371.08,4.71,0.7,223.54
16.72,5.95,1,14.71,15.71,3.51,0.53,212.39
23.66,15.67,1,16.1,158.91,3.66,0.67,236.96
8.58,12.86,0,16.27,95.98,8.58,0.44,225.8
17.83,10.44,0,19.16,423.07,3.55,0.58,213.01
24.33,14.09,1,18.57,108.6,5.32,0.16,232.19
13.25,12.17,0,19.73,134.07,1.76,0.16,208.9
24.95,36.66,1,24.27,761.59,2,0.28,277.97
12.19,37.31,0,22.08,393.91,3.27,0.59,287.39
10.6,25.48,1,16.23,679.61,8.15,0.44,242.43
9.04,16,1,19.19,465.76,4.53,0.33,208.96
19.93,14.38,1,13.23,252.35,4.83,0.81,235.07
31.71,45.82,1,14.97,433.39,5.6,0.38,363.12
29.84,26.02,0,23.45,209.35,4.45,0.68,272.6
37.85,14.21,1,18.42,71.03,2.29,0.85,250.51
10.82,16.78,1,17.48,196.97,6.11,0.7,227.3
24.09,12.51,1,23.92,276.92,2.95,0.69,211.51
18.91,46.16,1,21.77,534.72,1.29,0.75,323.85
78.8,14.55,0,17.36,30.99,1.29,0.43,304.47
13.61,30.3,1,14.06,294.18,2.9,0.27,269.26
19.56,8.38,1,23.34,216.37,3.44,0.23,200.84
31.95,10.32,1,16.79,159,5.18,0.45,234.61
26.72,7.34,0,19.03,109.22,3.25,0.85,222.02
15.67,9.57,0,21.57,210.15,3.37,0.9,204.32
5.8,20.87,1,18.68,129.84,3.71,0.63,226.44
22.05,23.04,1,17.83,748.02,2.13,0.23,233.95
16.02,7.26,1,15.31,99.22,1.33,0.29,210.14
20.06,8.3,0,19.36,46.58,4.46,0.52,216.59
15.8,13.32,1,16.53,78.71,5.19,0.44,226.64
18.91,19.82,1,14,304.81,4.51,0.72,244.16
15.89,41.17,1,13.85,484.96,2.99,0.51,317.81
20.43,21.05,0,22.3,196.57,3.67,0.35,243.56
15.77,29.4,1,18.9,435.49,2.21,0.31,254.62
11.59,4.3,1,23.88,139.54,1.94,0.42,182.22
9.61,7.59,1,13,95.98,2.39,0.31,205.59
22.39,16.47,1,20.26,31.85,2.46,0.72,228.21
29.82,8.89,1,14.93,79.33,5.18,0.22,231.66
23.4,11,1,20.47,164.77,6.41,0.27,223.02
47.62,42.09,1,21.4,683.89,4.1,0.65,345.97
11.23,16.28,0,13.12,777.21,3.55,0.42,215.21
46.55,22.17,1,19.59,220.81,3.29,0.43,277.74
47.94,34.06,1,16.72,459.42,9.35,0.44,333.1
24.58,20.5,1,16.31,31.99,7.8,0.52,256.6
7.08,13.25,1,25.05,260.4,1.12,0.65,191.02
20.09,31.58,0,12.5,753.48,7.44,0.7,286.19
15.3,3.48,1,17.11,113.4,2.47,0.61,199.25
26.61,11.31,0,18.39,151.99,1.71,0.16,227.61
74.48,5.98,1,18.62,14.78,3.43,0.91,275.81
37.16,17.13,1,19.68,176.68,4.76,0.23,256.03
37.23,7.59,0,15.51,149.06,8.44,0.28,251.44
25.67,47.33,1,11.22,731.57,9.36,0.67,365.8
28.81,16.96,1,22.33,221.11,4.46,0.53,237.46
23.33,20.16,1,23.75,125.15,5.01,0.81,241.54
12.51,16.25,1,16.98,210.34,5.26,0.8,228.45
13.64,23.41,0,15.48,352.2,2.9,0.52,246.64
13.18,45.3,0,28.89,571.27,3.83,0.83,307.19
23.57,28.99,1,10.52,556.31,1.03,0.45,275.93
18.91,18.12,1,25.05,119.45,4.37,0.8,226.3
12.19,16.82,0,17.06,23.63,7.4,0.41,239.09
22.35,19.73,1,14.6,234.81,3.99,0.47,250.36
25.17,56.17,1,18.62,716.67,7.17,0.66,400.39
6.93,9.38,1,16.41,129.58,6.79,0.71,204.34
17.19,16.48,0,22.44,104.42,5.55,0.64,232.15
39.43,12.92,0,26.9,142.94,2.39,0.29,234.4
19.83,25.28,1,14.61,220.73,7.2,0.2,271
34.63,45.35,1,20.84,631.87,1.8,0.62,342.17
20.58,12.8,1,19.6,42.08,8.07,0.31,232.04
9.92,50.72,0,23.59,576.34,6.79,0.18,349.36
8.07,8.25,0,25.36,85.39,5.36,0.56,197.48
18.19,13.12,1,19.21,181.36,3.19,0.18,215.18
16.42,8.23,1,20.31,100.81,7.51,0.74,214.39
31.34,7.52,1,15.69,475.67,7.44,0.55,229.34
41.84,4.32,0,26.06,46.14,6.78,0.17,231.36
12.35,22.56,1,24.29,206.31,6.28,0.8,234.05
44.34,6.6,1,21.56,24.34,6.01,0.76,240.9
15,6.59,1,22.12,169.07,2.71,0.4,191.52
15.39,24.72,1,15.13,114.73,2.45,0.37,256.27
27.23,39.41,0,19.43,456.37,7.08,0.2,326.17
18.06,6.25,1,11.36,299.31,4.4,0.58,213.84
22.24,20.59,0,23.11,60.12,1.43,0.58,241.95
21.43,13.87,1,17.55,96.9,2.31,0.55,226.98
21.03,16.1,0,20.36,239.56,4.62,0.45,235.06
27.74,53.96,1,20.56,585.24,2.15,0.21,379.54
29.85,28.51,0,14.13,111.66,3.33,0.64,296.4
14.35,58.4,1,25.59,574.53,3.39,0.61,388.26
30.02,8.21,1,11.8,212.57,5.65,0.68,235.23
8.66,25.2,1,18.03,151.34,3.41,0.27,244.19
8.5,20.57,1,15.63,178.11,2.81,0.69,229
16.39,4.43,1,15.65,106.44,5.42,0.67,205.3
23.18,17.85,0,17.98,414.34,1.86,0.81,234.47
20.08,18.8,1,19.27,104.46,4.94,0.6,242.6
18.04,21.98,1,18.78,211,1.87,0.36,238.6
16.08,10.88,1,19.1,72.18,7.75,0.59,219.59
22.05,6.33,1,18.97,102.39,2.01,0.33,208.47
7.54,8.88,0,13.02,74.09,4.84,0.36,213.32
23.78,9.45,0,21.67,11.59,1.34,0.9,220.75
53.17,10.01,1,15.45,255.44,9.24,0.75,266.57
41.5,31.92,1,19.62,761.6,8.21,0.28,294.23
17.33,14.05,0,22.56,164.35,6.13,0.37,223.46
22.69,24.28,1,11.65,856.64,8.78,0.78,258.9
29.13,31.46,0,16.58,512.68,4.18,0.52,290.86
17.32,40.76,1,17.54,465.94,4.1,0.53,311.15
23.99,19.98,0,19.94,736.45,1.09,0.38,229.33
21.79,23.7,1,12.13,403.66,1.41,0.53,254.54
9.55,18.67,1,18.9,721.25,1.69,0.02,211.25
13.08,6.42,1,10.12,114.29,6.18,0.9,221.08
17.27,9.81,0,19.34,264.06,7.41,0.39,217.59
38.22,28.55,1,22.25,110.54,2.16,0.19,286.95
